RhythmScore,AudioLoudness,VocalContent,AcousticQuality,InstrumentalScore,LivePerformanceLikelihood,MoodScore,TrackDurationMs,Energy,Duration_min,Duration_log,Duration_band,Loudness_band,Rhythm_x_Energy,Loudness_x_Energy,Mood_x_Energy,Vocal_plus_Instr,Acoustic_minus_Energy,Live_x_Vocal,Energy_to_Acoustic,Loudness_per_min,Audio_mean,Audio_std,Audio_max,Audio_min,BeatsPerMinute
0.975,-14.5884,0.0393,0.3612,0.252,0.0635,0.4426,264361.84,0.1819,4.406,12.4851,3.0,0.0,0.1773,-2.6531,0.0805,0.2913,0.1793,0.0025,0.5022,-3.311,0.3308,0.3197,0.975,0.0393,142.7756
0.975,-12.4917,0.0235,0.0,0.0849,0.0649,0.4475,267434.0,0.9363,4.4572,12.4966,3.0,0.0,0.9129,-11.6964,0.419,0.1084,-0.9363,0.0015,931.3414,-2.8026,0.3617,0.4327,0.975,0.0,122.7727
0.7675,-7.9748,0.0235,0.3828,0.258,0.2455,0.5024,186619.14,0.2214,3.1103,12.1368,1.0,2.0,0.1699,-1.7656,0.1112,0.2815,0.1614,0.0058,0.5769,-2.564,0.343,0.2383,0.7675,0.0235,57.7254
0.8443,-14.6205,0.1437,0.4249,0.0,0.4451,0.0256,287085.1,0.8794,4.7848,12.5675,3.0,0.0,0.7425,-12.8572,0.0225,0.1437,-0.4545,0.064,2.0648,-3.0556,0.3947,0.3641,0.8794,0.0,109.322
0.6434,-3.7955,0.0235,0.0,0.0789,0.3158,0.4745,173851.69,0.8221,2.8975,12.066,0.0,4.0,0.529,-3.1204,0.3901,0.1024,-0.8221,0.0074,817.7502,-1.3099,0.3369,0.3233,0.8221,0.0,146.7211
0.815,-7.9037,0.0655,0.1615,0.271,0.0243,0.3917,127782.28,0.904,2.1297,11.7581,0.0,2.0,0.7367,-7.1449,0.3541,0.3364,-0.7425,0.0016,5.5621,-3.7112,0.3761,0.3533,0.904,0.0243,161.7442
0.6945,-1.357,0.0235,0.247,0.0817,0.2023,0.2449,267739.97,0.2395,4.4623,12.4978,3.0,4.0,0.1664,-0.325,0.0587,0.1052,0.0075,0.0048,0.9659,-0.3041,0.2476,0.2159,0.6945,0.0235,110.7449
0.5696,-10.0813,0.1539,0.0594,0.0,0.0858,0.978,292735.0,0.2313,4.8789,12.587,4.0,1.0,0.1317,-2.3315,0.2262,0.1539,-0.1719,0.0132,3.8289,-2.0663,0.2969,0.3541,0.978,0.0,129.3253
0.4658,-8.8767,0.0235,0.1828,0.2225,0.0872,0.4495,264935.5,0.4918,4.4156,12.4872,3.0,2.0,0.2291,-4.3656,0.2211,0.246,-0.309,0.002,2.6757,-2.0103,0.2747,0.1931,0.4918,0.0235,98.5721
0.9131,-15.7014,0.0235,0.0,0.3446,0.3548,0.5088,296484.8,0.4024,4.9414,12.5998,4.0,0.0,0.3674,-6.3183,0.2048,0.3681,-0.4024,0.0083,400.2546,-3.1775,0.3639,0.309,0.9131,0.0,132.4677
0.7624,-4.5323,0.046,0.3367,0.3927,0.1295,0.7411,203818.0,0.1824,3.397,12.225,1.0,3.0,0.1391,-0.8267,0.1352,0.4387,0.1543,0.006,0.5402,-1.3342,0.3701,0.2862,0.7624,0.046,142.8242
0.6786,-5.7976,0.0976,0.2888,0.0,0.3567,0.6516,166653.81,0.0653,2.7776,12.0237,0.0,3.0,0.0443,-0.3788,0.0426,0.0976,0.2235,0.0348,0.2254,-2.0873,0.3055,0.2757,0.6786,0.0,177.5736
0.6375,-4.1245,0.1789,0.0,0.0,0.0889,0.591,216868.78,0.3935,3.6145,12.2871,1.0,3.0,0.2509,-1.6231,0.2326,0.1789,-0.3935,0.0159,391.4352,-1.1411,0.27,0.2709,0.6375,0.0,137.6996
0.3966,-13.8669,0.0539,0.3636,0.0,0.0463,0.8282,243734.83,0.2578,4.0622,12.4038,2.0,0.0,0.1022,-3.5749,0.2135,0.0539,0.1058,0.0025,0.7071,-3.4136,0.278,0.2903,0.8282,0.0,165.0714
0.3955,-1.357,0.0235,0.4969,0.0599,0.2536,0.5135,204460.12,0.6081,3.4077,12.2281,1.0,4.0,0.2405,-0.8251,0.3123,0.0834,-0.1111,0.006,1.2211,-0.3982,0.3359,0.2294,0.6081,0.0235,73.6372
0.975,-3.3627,0.0601,0.148,0.4169,0.1845,0.6866,241520.61,0.9263,4.0253,12.3947,2.0,4.0,0.9031,-3.1147,0.6359,0.4771,-0.7783,0.0111,6.2173,-0.8354,0.4853,0.3796,0.975,0.0601,168.36
0.6194,-1.357,0.1837,0.0846,0.0386,0.0243,0.5329,164896.78,0.7883,2.7483,12.0131,0.0,4.0,0.4882,-1.0697,0.4201,0.2223,-0.7037,0.0045,9.213,-0.4938,0.3245,0.3148,0.7883,0.0243,94.6506
0.7979,-2.9074,0.0235,0.0,0.0,0.2743,0.457,247039.72,0.8497,4.1173,12.4173,2.0,4.0,0.6779,-2.4703,0.3883,0.0235,-0.8497,0.0064,845.1367,-0.7061,0.3432,0.3694,0.8497,0.0,119.1247
0.7171,-1.357,0.1074,0.4545,0.3317,0.3013,0.978,185762.75,0.3399,3.096,12.1322,1.0,4.0,0.2437,-0.4612,0.3324,0.4391,0.1146,0.0324,0.7462,-0.4383,0.4614,0.2929,0.978,0.1074,129.1342
0.6371,-10.8463,0.0235,0.3979,0.2514,0.3114,0.8463,120600.98,0.0754,2.01,11.7003,0.0,1.0,0.048,-0.8178,0.0638,0.2749,0.3225,0.0073,0.189,-5.3961,0.3633,0.2952,0.8463,0.0235,135.7638
0.5397,-13.6914,0.0916,0.1439,0.0898,0.0769,0.835,232373.42,0.9281,3.8729,12.3561,2.0,0.0,0.5009,-12.7075,0.775,0.1814,-0.7843,0.007,6.4064,-3.5352,0.3864,0.3759,0.9281,0.0769,103.4408
0.5678,-3.0244,0.1425,0.0,0.0098,0.0561,0.374,264468.75,0.965,4.4078,12.4855,3.0,4.0,0.548,-2.9186,0.361,0.1524,-0.965,0.008,959.8552,-0.6861,0.3022,0.3601,0.965,0.0,116.2206
0.5765,-11.4539,0.0754,0.5696,0.0,0.0243,0.8125,182211.39,0.1694,3.0369,12.1129,0.0,1.0,0.0977,-1.9403,0.1376,0.0754,0.4002,0.0018,0.2969,-3.7716,0.3182,0.3274,0.8125,0.0,92.6758
0.7929,-11.13,0.0657,0.1924,0.2084,0.2485,0.0256,261629.64,0.6881,4.3605,12.4747,3.0,1.0,0.5456,-7.6582,0.0176,0.2741,-0.4957,0.0163,3.5576,-2.5525,0.3174,0.3012,0.7929,0.0256,95.7066
0.7434,-16.1499,0.032,0.0069,0.1497,0.2634,0.7524,276062.44,0.4919,4.601,12.5284,3.0,0.0,0.3657,-7.9436,0.3701,0.1817,-0.485,0.0084,62.3444,-3.5101,0.3485,0.3171,0.7524,0.0069,110.7746
0.4429,-3.6051,0.0918,0.4735,0.0387,0.2369,0.678,246586.66,0.2639,4.1098,12.4155,2.0,4.0,0.1169,-0.9515,0.179,0.1305,0.2095,0.0218,0.5563,-0.8772,0.318,0.2266,0.678,0.0387,128.6058
0.5309,-6.5501,0.1377,0.0948,0.3869,0.1755,0.4744,280195.8,0.4498,4.6699,12.5432,3.0,3.0,0.2388,-2.9462,0.2134,0.5246,-0.355,0.0242,4.694,-1.4026,0.3214,0.18,0.5309,0.0948,78.8936
0.6799,-1.357,0.056,0.995,0.36,0.0243,0.8597,332950.0,0.3331,5.5492,12.7158,4.0,4.0,0.2264,-0.452,0.2863,0.416,0.6619,0.0014,0.3344,-0.2445,0.4726,0.3813,0.995,0.0243,121.7484
0.6348,-11.8782,0.0697,0.1428,0.0,0.0243,0.6746,291702.4,0.7375,4.8617,12.5835,4.0,1.0,0.4682,-8.7598,0.4975,0.0697,-0.5947,0.0017,5.13,-2.4432,0.3262,0.3373,0.7375,0.0,121.4419
0.7156,-8.8877,0.0235,0.0,0.0,0.1609,0.4646,307700.53,0.867,5.1283,12.6369,4.0,2.0,0.6204,-7.7057,0.4028,0.0235,-0.867,0.0038,862.3777,-1.7331,0.3188,0.3639,0.867,0.0,131.3712
0.535,-1.357,0.0235,0.8594,0.0,0.1647,0.7088,129566.35,0.4249,2.1594,11.772,0.0,4.0,0.2273,-0.5765,0.3012,0.0235,0.4345,0.0039,0.4938,-0.6284,0.388,0.337,0.8594,0.0,118.4562
0.5445,-1.357,0.0923,0.8143,0.0872,0.1784,0.9176,256445.42,0.1225,4.2741,12.4547,2.0,4.0,0.0667,-0.1662,0.1124,0.1794,0.6918,0.0165,0.1502,-0.3175,0.3938,0.3603,0.9176,0.0872,137.7994
0.4437,-6.8135,0.0235,0.5271,0.113,0.3325,0.3954,241431.11,0.1675,4.0239,12.3943,2.0,3.0,0.0743,-1.1415,0.0662,0.1365,0.3595,0.0078,0.3173,-1.6933,0.2861,0.1871,0.5271,0.0235,152.7289
0.7645,-4.6519,0.0622,0.3099,0.1233,0.303,0.5074,255056.52,0.1401,4.2509,12.4492,2.0,3.0,0.1071,-0.6519,0.0711,0.1855,0.1698,0.0188,0.4507,-1.0943,0.3158,0.2485,0.7645,0.0622,149.9094
0.6986,-6.9978,0.0235,0.0,0.1438,0.0673,0.2768,258607.67,0.4785,4.3101,12.4631,2.0,2.0,0.3343,-3.3482,0.1324,0.1673,-0.4785,0.0016,475.9158,-1.6236,0.2412,0.2621,0.6986,0.0,140.3894
0.79,-11.0723,0.1726,0.0,0.3514,0.2726,0.5923,170191.81,0.4724,2.8365,12.0447,0.0,1.0,0.3732,-5.2305,0.2798,0.524,-0.4724,0.047,469.8814,-3.9035,0.3788,0.265,0.79,0.0,144.667
0.5599,-1.357,0.1823,0.3513,0.3957,0.332,0.9069,217603.72,0.6751,3.6267,12.2904,1.0,4.0,0.3779,-0.9161,0.6122,0.5781,-0.3238,0.0605,1.9161,-0.3742,0.4862,0.2451,0.9069,0.1823,131.6228
0.7347,-6.7165,0.0235,0.389,0.0,0.3045,0.0256,310870.84,0.3937,5.1812,12.6471,4.0,3.0,0.2892,-2.6441,0.0101,0.0235,-0.0047,0.0072,1.0095,-1.2963,0.2673,0.2708,0.7347,0.0,113.768
0.8865,-3.5734,0.1534,0.2028,0.0,0.2845,0.978,282322.62,0.1616,4.7054,12.5508,3.0,4.0,0.1433,-0.5775,0.158,0.1534,0.0412,0.0436,0.7928,-0.7594,0.381,0.3869,0.978,0.0,174.4914
0.5692,-1.357,0.047,0.0144,0.0059,0.1556,0.552,205858.3,0.982,3.431,12.2349,1.0,4.0,0.5589,-1.3326,0.5421,0.0529,-0.9676,0.0073,63.5679,-0.3955,0.3323,0.3756,0.982,0.0059,98.6891
0.6769,-6.9579,0.0979,0.4833,0.181,0.0243,0.4975,250835.94,0.6068,4.1806,12.4326,2.0,2.0,0.4107,-4.222,0.3019,0.2789,-0.1235,0.0024,1.2529,-1.6643,0.3668,0.2609,0.6769,0.0243,98.5251
0.7598,-3.0966,0.1196,0.5271,0.1715,0.1209,0.927,231347.02,0.2915,3.8558,12.3517,2.0,4.0,0.2215,-0.9026,0.2702,0.2911,0.2357,0.0145,0.5519,-0.8031,0.4168,0.3271,0.927,0.1196,85.0028
0.8909,-5.7568,0.115,0.9125,0.1177,0.0761,0.4958,241687.14,0.4045,4.0281,12.3954,2.0,3.0,0.3604,-2.3284,0.2005,0.2327,0.508,0.0087,0.4428,-1.4291,0.4304,0.3588,0.9125,0.0761,94.0398
0.3831,-12.8361,0.105,0.0,0.0,0.0243,0.2445,243412.86,0.824,4.0569,12.4025,2.0,0.0,0.3157,-10.5769,0.2014,0.105,-0.824,0.0026,819.607,-3.164,0.2258,0.3,0.824,0.0,118.4647
0.6528,-15.6038,0.0346,0.4578,0.0,0.0766,0.7349,262330.88,0.0827,4.3722,12.4774,3.0,0.0,0.054,-1.2899,0.0607,0.0346,0.3752,0.0027,0.1802,-3.5689,0.2913,0.3151,0.7349,0.0,150.055
0.5748,-17.859,0.1904,0.4031,0.4501,0.2483,0.9195,233876.4,0.1158,3.8979,12.3626,2.0,0.0,0.0666,-2.0681,0.1065,0.6405,0.2873,0.0473,0.2866,-4.5816,0.4146,0.2736,0.9195,0.1158,79.8494
0.5727,-5.5271,0.0985,0.5981,0.0106,0.1094,0.4925,294029.38,0.1378,4.9005,12.5914,4.0,3.0,0.0789,-0.7616,0.0679,0.1091,0.4603,0.0108,0.23,-1.1279,0.2885,0.2537,0.5981,0.0106,115.6276
0.567,-5.8457,0.0985,0.106,0.0,0.0564,0.5501,280844.8,0.9581,4.6807,12.5456,3.0,3.0,0.5433,-5.6009,0.5271,0.0985,-0.8521,0.0056,8.9521,-1.2489,0.3337,0.3621,0.9581,0.0,111.3944
0.6801,-8.5957,0.057,0.0,0.2905,0.0243,0.7349,109401.12,0.7885,1.8234,11.6028,0.0,2.0,0.5362,-6.7775,0.5794,0.3475,-0.7885,0.0014,784.263,-4.7143,0.3679,0.3571,0.7885,0.0,92.1626
0.7419,-4.359,0.0898,0.3425,0.0,0.2886,0.0256,387911.0,0.5205,6.4652,12.8685,4.0,3.0,0.3861,-2.2687,0.0133,0.0898,-0.1779,0.0259,1.5151,-0.6742,0.287,0.2751,0.7419,0.0,114.0751
0.6464,-10.4727,0.0235,0.2411,0.1867,0.0814,0.2687,275686.28,0.4564,4.5948,12.527,3.0,1.0,0.295,-4.7797,0.1227,0.2102,-0.2153,0.0019,1.8855,-2.2793,0.272,0.2162,0.6464,0.0235,103.1767
0.8271,-10.9075,0.0519,0.1608,0.2669,0.0898,0.7959,232230.7,0.1279,3.8705,12.3555,2.0,1.0,0.1058,-1.3954,0.1018,0.3188,0.0328,0.0047,0.7908,-2.8181,0.3315,0.3348,0.8271,0.0519,133.8499
0.6985,-3.8792,0.0793,0.1811,0.2435,0.0243,0.5196,136846.06,0.2634,2.2808,11.8266,0.0,4.0,0.184,-1.0218,0.1369,0.3229,-0.0823,0.0019,1.4465,-1.7008,0.2871,0.2413,0.6985,0.0243,128.3398
0.5829,-14.2423,0.0235,0.0,0.0,0.4617,0.5674,209547.94,0.8208,3.4925,12.2527,1.0,0.0,0.4785,-11.6901,0.4657,0.0235,-0.8208,0.0109,816.424,-4.078,0.3509,0.3384,0.8208,0.0,101.7081
0.4499,-9.6275,0.0957,0.0964,0.2489,0.2817,0.5864,293088.75,0.7383,4.8848,12.5882,4.0,1.0,0.3322,-7.1083,0.433,0.3447,-0.6419,0.027,7.5812,-1.9709,0.3568,0.245,0.7383,0.0957,105.3572
0.3689,-7.1427,0.0352,0.2522,0.118,0.3147,0.2779,63973.0,0.2679,1.0662,11.0662,0.0,2.0,0.0988,-1.9138,0.0745,0.1532,-0.0157,0.0111,1.0581,-6.6991,0.2335,0.1163,0.3689,0.0352,113.1822
0.3796,-14.837,0.0422,0.8267,0.2976,0.0948,0.2756,271221.5,0.1345,4.5204,12.5107,3.0,0.0,0.051,-1.9951,0.0371,0.3399,0.6922,0.004,0.1625,-3.2823,0.293,0.2646,0.8267,0.0422,96.2827
0.4259,-1.357,0.0599,0.4616,0.0025,0.0243,0.4751,252850.25,0.8846,4.2142,12.4406,2.0,4.0,0.3768,-1.2004,0.4203,0.0624,-0.423,0.0015,1.9122,-0.322,0.3334,0.3237,0.8846,0.0025,131.7418
0.4401,-8.9084,0.0235,0.995,0.3925,0.3475,0.0256,145879.0,0.8821,2.4313,11.8905,0.0,2.0,0.3882,-7.8578,0.0226,0.416,0.1129,0.0082,0.8856,-3.664,0.4438,0.3785,0.995,0.0235,127.5505
0.7162,-5.7581,0.0241,0.3238,0.0671,0.0243,0.305,270757.0,0.7298,4.5126,12.509,3.0,3.0,0.5227,-4.2022,0.2226,0.0912,-0.406,0.0006,2.2468,-1.276,0.3129,0.3065,0.7298,0.0241,138.494
0.7628,-9.096,0.2365,0.0739,0.1898,0.0243,0.7058,264992.25,0.9086,4.4165,12.4875,3.0,2.0,0.6931,-8.2646,0.6413,0.4263,-0.8347,0.0057,12.1309,-2.0595,0.4145,0.3653,0.9086,0.0243,137.4497
0.6869,-1.357,0.0235,0.095,0.0,0.3349,0.4466,352891.12,0.3675,5.8815,12.7739,4.0,4.0,0.2524,-0.4987,0.1642,0.0235,-0.2725,0.0079,3.8276,-0.2307,0.2792,0.2525,0.6869,0.0,99.1968
0.8267,-10.9621,0.0869,0.2466,0.0,0.152,0.2768,283694.16,0.4525,4.7282,12.5557,3.0,1.0,0.3741,-4.9607,0.1253,0.0869,-0.2059,0.0132,1.8274,-2.3184,0.2917,0.2772,0.8267,0.0,105.298
0.4858,-7.0775,0.0745,0.1618,0.4105,0.4147,0.978,264126.22,0.3309,4.4021,12.4842,3.0,2.0,0.1607,-2.3417,0.3236,0.485,-0.1691,0.0309,2.0325,-1.6077,0.408,0.2912,0.978,0.0745,140.1435
0.5437,-14.6721,0.0235,0.1457,0.0201,0.136,0.5944,315880.06,0.2659,5.2647,12.6631,4.0,0.0,0.1446,-3.9008,0.158,0.0436,-0.1201,0.0032,1.812,-2.7869,0.2471,0.2356,0.5944,0.0201,98.3661
0.5697,-6.8823,0.0235,0.3818,0.2125,0.1585,0.2315,210450.72,0.6114,3.5075,12.257,1.0,3.0,0.3483,-4.2079,0.1416,0.236,-0.2296,0.0037,1.5973,-1.9622,0.3127,0.2176,0.6114,0.0235,121.1046
0.6485,-9.9589,0.1168,0.4961,0.0,0.0745,0.5037,229075.69,0.3314,3.8179,12.3418,1.0,1.0,0.2149,-3.3004,0.1669,0.1168,0.1647,0.0087,0.6667,-2.6084,0.3102,0.2504,0.6485,0.0,89.7522
0.6616,-10.475,0.1546,0.0,0.0,0.0243,0.3969,147811.03,0.6459,2.4635,11.9037,0.0,1.0,0.4273,-6.7654,0.2563,0.1546,-0.6459,0.0038,642.4233,-4.252,0.269,0.2973,0.6616,0.0,108.6199
0.6696,-9.4917,0.0235,0.171,0.1368,0.0477,0.0256,272641.16,0.6617,4.544,12.5159,3.0,2.0,0.4431,-6.2803,0.0169,0.1603,-0.4907,0.0011,3.8472,-2.0888,0.248,0.2907,0.6696,0.0235,151.6039
0.5567,-8.7339,0.0646,0.5931,0.2615,0.2813,0.2876,278844.03,0.1069,4.6474,12.5384,3.0,2.0,0.0595,-0.9334,0.0307,0.3261,0.4862,0.0182,0.1799,-1.8793,0.3074,0.2025,0.5931,0.0646,124.2136
0.7811,-11.593,0.0696,0.3315,0.2724,0.3038,0.7595,225106.05,0.1189,3.7518,12.3243,1.0,1.0,0.0929,-1.378,0.0903,0.342,0.2127,0.0211,0.3575,-3.09,0.3767,0.2855,0.7811,0.0696,111.0339
0.6038,-5.9837,0.0396,0.0,0.0426,0.3465,0.584,332998.28,0.6385,5.55,12.7159,4.0,3.0,0.3855,-3.8204,0.3729,0.0822,-0.6385,0.0137,635.0628,-1.0782,0.3221,0.2916,0.6385,0.0,140.9407
0.6308,-14.7088,0.0889,0.0,0.1246,0.2029,0.4838,215528.34,0.4469,3.5921,12.2809,1.0,0.0,0.2819,-6.5729,0.2162,0.2135,-0.4469,0.018,444.4842,-4.0947,0.2826,0.2371,0.6308,0.0,136.612
0.4916,-16.0153,0.1624,0.4479,0.0,0.0243,0.764,180801.25,0.5982,3.0134,12.1052,0.0,0.0,0.2941,-9.5804,0.457,0.1624,-0.1503,0.0039,1.3325,-5.3148,0.3555,0.2962,0.764,0.0,124.7951
0.6295,-11.7907,0.0462,0.0845,0.0,0.1312,0.2512,202932.6,0.7542,3.3822,12.2206,1.0,1.0,0.4748,-8.8925,0.1895,0.0462,-0.6697,0.0061,8.8222,-3.4861,0.271,0.3002,0.7542,0.0,120.6218
0.4022,-10.0067,0.0752,0.3834,0.1513,0.0954,0.5799,321252.44,0.1817,5.3542,12.68,4.0,1.0,0.0731,-1.8186,0.1054,0.2265,0.2016,0.0072,0.4728,-1.8689,0.267,0.19,0.5799,0.0752,125.9286
0.6498,-14.1431,0.0235,0.1157,0.2567,0.1024,0.0256,155968.73,0.3675,2.5995,11.9574,0.0,0.0,0.2388,-5.198,0.0094,0.2802,-0.2518,0.0024,3.1483,-5.4407,0.2202,0.2269,0.6498,0.0235,137.534
0.7324,-11.6788,0.0327,0.5341,0.1918,0.1819,0.978,213926.8,0.0254,3.5654,12.2734,1.0,1.0,0.0186,-0.2966,0.0248,0.2245,0.5087,0.0059,0.0475,-3.2756,0.3823,0.3711,0.978,0.0254,133.6089
0.6927,-9.5558,0.1178,0.2479,0.0,0.0243,0.8347,301636.97,0.3274,5.0273,12.617,4.0,2.0,0.2268,-3.1286,0.2733,0.1178,-0.0795,0.0029,1.3152,-1.9008,0.3207,0.3265,0.8347,0.0,153.1412
0.5344,-12.9939,0.1489,0.2626,0.0,0.1361,0.3326,288896.0,0.8791,4.8149,12.5738,3.0,0.0,0.4698,-11.4234,0.2924,0.1489,-0.6165,0.0203,3.3346,-2.6987,0.3277,0.2964,0.8791,0.0,159.6387
0.3437,-7.6242,0.0235,0.1633,0.389,0.2303,0.6501,224858.11,0.2545,3.7476,12.3232,1.0,2.0,0.0875,-1.9406,0.1655,0.4125,-0.0912,0.0054,1.5489,-2.0344,0.2935,0.1976,0.6501,0.0235,125.4795
0.7427,-4.8383,0.1069,0.7263,0.0,0.1387,0.4969,230852.92,0.3486,3.8475,12.3495,2.0,3.0,0.2589,-1.6866,0.1732,0.1069,0.3777,0.0148,0.4793,-1.2575,0.3657,0.3005,0.7427,0.0,120.7375
0.6778,-1.357,0.1174,0.2679,0.0881,0.2517,0.7494,283052.9,0.2985,4.7175,12.5534,3.0,4.0,0.2023,-0.405,0.2237,0.2055,-0.0305,0.0296,1.1099,-0.2876,0.3501,0.261,0.7494,0.0881,129.3975
0.6078,-4.053,0.0965,0.1556,0.2065,0.0914,0.6337,153793.64,0.5854,2.5632,11.9434,0.0,3.0,0.3558,-2.3726,0.3709,0.303,-0.4298,0.0088,3.7379,-1.5812,0.3396,0.2553,0.6337,0.0914,98.4774
0.5694,-7.8833,0.0615,0.0,0.253,0.0774,0.4777,224119.33,0.2934,3.7353,12.3199,1.0,2.0,0.1671,-2.3129,0.1402,0.3145,-0.2934,0.0048,291.8358,-2.1105,0.2475,0.2174,0.5694,0.0,135.7205
0.819,-2.0989,0.0235,0.1037,0.0,0.3889,0.4901,353634.03,0.858,5.8939,12.776,4.0,4.0,0.7027,-1.8009,0.4205,0.0235,-0.7543,0.0091,8.1974,-0.3561,0.3833,0.3608,0.858,0.0,136.3358
0.6779,-11.3794,0.0641,0.5929,0.0,0.3865,0.6515,302275.97,0.0995,5.0379,12.6191,4.0,1.0,0.0674,-1.1319,0.0648,0.0641,0.4934,0.0248,0.1675,-2.2588,0.3532,0.296,0.6779,0.0,101.8124
0.5663,-12.8865,0.0717,0.1378,0.0,0.0694,0.5677,266484.62,0.3195,4.4414,12.4931,3.0,0.0,0.1809,-4.1168,0.1814,0.0717,-0.1817,0.005,2.3022,-2.9014,0.2475,0.2399,0.5677,0.0,151.7295
0.7338,-1.357,0.0814,0.4499,0.0,0.3037,0.734,133800.44,0.5154,2.23,11.8041,0.0,4.0,0.3782,-0.6994,0.3783,0.0814,-0.0655,0.0247,1.143,-0.6085,0.4026,0.2914,0.734,0.0,99.1968
0.4883,-12.8053,0.1069,0.3635,0.4764,0.2445,0.5693,273474.8,0.3578,4.5579,12.519,3.0,0.0,0.1747,-4.5817,0.2037,0.5834,0.0057,0.0261,0.9817,-2.8095,0.3724,0.1582,0.5693,0.1069,102.4787
0.5881,-5.4288,0.0969,0.3438,0.0749,0.3069,0.5087,265583.6,0.3534,4.4264,12.4897,3.0,3.0,0.2078,-1.9185,0.1798,0.1718,-0.0096,0.0297,1.0249,-1.2265,0.3247,0.1911,0.5881,0.0749,180.5686
0.7802,-11.9595,0.1091,0.0588,0.2866,0.1401,0.5428,261215.36,0.6714,4.3536,12.4731,3.0,1.0,0.5238,-8.0296,0.3645,0.3957,-0.6126,0.0153,11.2289,-2.7471,0.3699,0.2926,0.7802,0.0588,132.2408
0.8909,-9.8788,0.1326,0.528,0.0,0.0243,0.0256,164512.83,0.3264,2.7419,12.0108,0.0,1.0,0.2908,-3.2244,0.0084,0.1326,0.2016,0.0032,0.617,-3.6029,0.2754,0.3334,0.8909,0.0,121.5736
0.477,-12.9826,0.0564,0.1701,0.1367,0.1545,0.5416,165975.27,0.2087,2.7663,12.0196,0.0,0.0,0.0996,-2.7099,0.1131,0.1931,-0.0386,0.0087,1.2198,-4.6932,0.2493,0.1844,0.5416,0.0564,85.3384
0.6044,-13.4867,0.0235,0.0,0.0059,0.2216,0.375,212895.3,0.6388,3.5483,12.2686,1.0,0.0,0.3861,-8.6153,0.2396,0.0294,-0.6388,0.0052,635.3943,-3.8009,0.267,0.2783,0.6388,0.0,97.5514
0.6045,-7.9679,0.155,0.0,0.0767,0.2567,0.8111,138950.0,0.6491,2.3158,11.8419,0.0,2.0,0.3924,-5.1717,0.5265,0.2317,-0.6491,0.0398,645.6062,-3.4406,0.3647,0.3187,0.8111,0.0,140.971
0.6516,-8.9083,0.0235,0.04,0.0992,0.1114,0.4601,171033.81,0.7191,2.8506,12.0496,0.0,2.0,0.4686,-6.4062,0.3309,0.1227,-0.6791,0.0026,17.5205,-3.1251,0.3007,0.3013,0.7191,0.0235,118.7514
0.3288,-1.357,0.0235,0.828,0.2596,0.2448,0.7242,287546.9,0.5944,4.7924,12.5691,3.0,4.0,0.1954,-0.8066,0.4305,0.2831,0.2336,0.0058,0.717,-0.2832,0.429,0.2918,0.828,0.0235,113.8159
0.6415,-2.8879,0.0468,0.4869,0.2335,0.2328,0.0256,273367.84,0.7249,4.5561,12.5186,3.0,4.0,0.465,-2.0934,0.0186,0.2803,-0.238,0.0109,1.4857,-0.6339,0.3417,0.2794,0.7249,0.0256,89.841
0.6979,-13.795,0.1249,0.2926,0.0563,0.2925,0.7165,270032.62,0.1036,4.5005,12.5063,3.0,0.0,0.0723,-1.4292,0.0742,0.1812,0.189,0.0365,0.3529,-3.0652,0.3263,0.2756,0.7165,0.0563,100.2005
0.8263,-12.9331,0.0235,0.5648,0.2598,0.1613,0.5927,270360.7,0.1571,4.506,12.5075,3.0,0.0,0.1298,-2.0314,0.0931,0.2833,0.4077,0.0038,0.2776,-2.8702,0.3694,0.2935,0.8263,0.0235,130.6722
0.975,-12.298,0.1145,0.0374,0.012,0.1451,0.4929,263960.2,0.6389,4.3993,12.4836,3.0,1.0,0.6229,-7.8568,0.3149,0.1266,-0.6015,0.0166,16.6391,-2.7954,0.3451,0.366,0.975,0.012,135.6107
0.4489,-4.9734,0.1099,0.0086,0.0,0.0243,0.4099,232405.78,0.7447,3.8734,12.3562,2.0,3.0,0.3343,-3.7035,0.3052,0.1099,-0.736,0.0027,77.2967,-1.284,0.2495,0.289,0.7447,0.0,89.1804
0.4919,-11.1618,0.0235,0.4919,0.0,0.1629,0.53,354970.22,0.0545,5.9162,12.7798,4.0,1.0,0.0268,-0.6079,0.0289,0.0235,0.4374,0.0038,0.1105,-1.8867,0.2507,0.2432,0.53,0.0,112.8595
0.6977,-17.2888,0.085,0.241,0.2228,0.1139,0.5715,301743.28,0.3922,5.0291,12.6173,4.0,0.0,0.2736,-6.7807,0.2241,0.3077,-0.1512,0.0097,1.6209,-3.4378,0.332,0.2322,0.6977,0.085,164.8816
0.9269,-4.6449,0.17,0.265,0.2518,0.2567,0.7221,251691.34,0.2249,4.1949,12.436,2.0,3.0,0.2085,-1.0448,0.1624,0.4218,0.0401,0.0437,0.8455,-1.1073,0.4025,0.296,0.9269,0.17,99.6923
0.6489,-8.9871,0.0526,0.0937,0.0,0.1915,0.978,242546.61,0.1328,4.0424,12.399,2.0,2.0,0.0862,-1.1935,0.1299,0.0526,-0.0391,0.0101,1.4028,-2.2232,0.2996,0.3686,0.978,0.0,116.7813
